subject_/topic,complexity_1-10,relevance_1-10,study_time_mins,learning_method,stress_level,sleep_hours,recall_score_1hr,recall_score_1day,recall_score_1week,days_since_learning,forgetfulness_probability_%,memory_strength,predicted_retention_%
Evolutionary Biology - Intro,9,5,119,Video,7,7.5,10.0,9.4,7.7,13,25.1,5.0,7.43
Behavioral Neuroscience - Lab,6,9,81,Text,10,6.3,10.0,10.0,8.7,15,3.2,5.0,4.98
Immunology - Theory,7,6,103,Practical,6,7.3,10.0,10.0,9.5,24,4.6,5.0,0.82
Forensic Science - Concepts,3,7,58,Video,6,9.0,10.0,10.0,8.8,23,13.7,5.0,1.01
Artificial Consciousness - Intro,9,8,113,Practical,8,6.9,10.0,9.1,7.7,7,20.1,5.0,24.66
Epidemiology - Workshop,8,7,102,Practical,9,6.7,10.0,10.0,9.6,18,1.6,5.0,2.73
Evolutionary Biology - Concepts,4,6,75,Audio,6,8.2,10.0,9.8,8.5,10,12.7,5.0,13.53
Cellular Automata - Concepts,9,7,118,Video,7,7.0,10.0,10.0,9.1,23,6.6,5.0,1.01
Artificial Consciousness - Lab,3,5,65,Video,3,8.8,10.0,10.0,8.6,13,14.0,5.0,7.43
Compiler Design - Applications,6,7,97,Video,7,7.7,10.0,9.6,8.6,30,14.6,5.0,0.25
Educational Psychology - Lab,8,7,115,Video,6,7.8,10.0,9.3,8.2,9,7.5,5.0,16.53
Quantum Entanglement - Intro,8,8,107,Audio,8,8.2,10.0,9.6,8.5,7,18.3,5.0,24.66
Quantum Computing - Intro,8,5,97,Practical,5,7.6,10.0,10.0,8.8,25,10.6,5.0,0.67
Compiler Design - Concepts,5,5,81,Audio,5,8.8,10.0,10.0,8.9,8,20.7,5.0,20.19
Political Philosophy - Concepts,4,7,80,Text,5,8.2,10.0,10.0,9.3,12,1.0,5.0,9.07
Visual Perception - Applications,6,8,89,Video,5,8.5,10.0,10.0,9.1,17,4.7,5.0,3.34
Digital Marketing - Workshop,6,7,80,Practical,8,7.3,10.0,10.0,9.0,29,9.0,5.0,0.3
Epidemiology - Concepts,8,7,106,Video,7,8.3,10.0,10.0,8.6,27,16.1,5.0,0.45
Artificial Consciousness - Applications,6,6,89,Video,5,7.8,10.0,10.0,8.9,10,1.2,5.0,13.53
Financial Markets - Concepts,4,6,64,Practical,5,8.2,10.0,10.0,9.2,7,3.9,5.0,24.66
Logic Circuits - Workshop,4,8,57,Audio,2,9.0,10.0,10.0,9.3,17,10.0,5.0,3.34
Molecular Biology - Intro,7,9,99,Video,10,6.2,10.0,9.5,8.3,22,12.3,5.0,1.23
Epidemiology - Lab,9,6,116,Practical,7,7.9,10.0,10.0,9.1,12,15.9,5.0,9.07
Behavioral Neuroscience - Applications,9,9,128,Text,5,8.0,10.0,10.0,8.8,17,9.7,5.0,3.34
Remote Sensing - Applications,7,5,100,Practical,8,6.5,10.0,9.8,8.8,14,7.5,5.0,6.08
Geospatial Analysis - Intro,3,6,62,Text,2,8.2,10.0,10.0,8.6,26,17.1,5.0,0.55
Visual Perception - Theory,9,6,119,Text,9,6.8,10.0,9.9,9.1,7,17.0,5.0,24.66
Nanorobotics - Workshop,4,8,70,Practical,6,8.2,10.0,10.0,8.6,20,16.1,5.0,1.83
Blockchain Security - Concepts,4,9,61,Text,3,7.6,10.0,10.0,8.7,27,19.3,5.0,0.45
Artificial Consciousness - Theory,9,6,114,Audio,8,7.2,9.4,9.6,8.7,27,21.4,4.314285714285715,0.19
Quantum Entanglement - Concepts,4,6,75,Practical,5,8.4,10.0,10.0,9.3,8,2.4,5.0,20.19
Financial Markets - Concepts,7,8,101,Practical,9,6.2,10.0,9.7,8.1,12,23.7,5.0,9.07
Compiler Design - Theory,8,8,108,Practical,9,6.5,10.0,9.9,9.2,15,0.4,5.0,4.98
Marine Biology - Applications,8,9,112,Video,6,8.0,10.0,9.0,7.9,20,23.1,5.0,1.83
Immunology - Workshop,6,5,92,Audio,7,7.8,10.0,10.0,8.9,28,10.6,5.0,0.37
Digital Marketing - Theory,8,5,119,Text,5,8.8,10.0,10.0,9.0,14,16.2,5.0,6.08
Nanorobotics - Intro,5,7,80,Video,9,6.5,10.0,10.0,8.8,9,17.9,5.0,16.53
Syntax and Semantics - Applications,7,6,94,Practical,5,7.6,10.0,10.0,9.3,16,9.8,5.0,4.08
Visual Perception - Theory,4,9,69,Video,6,8.5,10.0,8.4,6.8,24,33.5,5.0,0.82
Quantum Entanglement - Intro,9,6,123,Video,5,7.6,10.0,10.0,9.2,26,10.5,5.0,0.55
Speech Recognition - Intro,8,9,114,Video,7,7.7,10.0,9.5,8.5,15,15.3,5.0,4.98
Immunology - Applications,7,9,91,Audio,6,8.8,10.0,9.6,9.0,15,9.7,5.0,4.98
Forensic Science - Advanced,8,9,111,Practical,10,6.9,10.0,10.0,8.7,25,20.2,5.0,0.67
Neural Networks - Lab,3,6,55,Text,1,9.0,10.0,10.0,8.4,19,23.8,5.0,2.24
Sustainable Agriculture - Applications,4,8,67,Video,7,8.0,10.0,9.7,8.1,7,18.3,5.0,24.66
Nanorobotics - Concepts,3,6,64,Practical,6,8.0,10.0,10.0,8.7,23,14.2,5.0,1.01
Remote Sensing - Workshop,4,9,73,Video,9,7.2,10.0,9.4,8.5,10,15.4,5.0,13.53
Geospatial Analysis - Theory,7,7,96,Text,7,7.2,10.0,10.0,9.0,10,1.9,5.0,13.53
Creative Writing - Theory,6,5,89,Video,3,9.0,10.0,10.0,9.1,22,7.3,5.0,1.23
Pharmacology - Advanced,8,9,107,Video,8,7.3,10.0,9.8,9.2,22,16.0,5.0,1.23
Educational Psychology - Theory,8,7,124,Text,8,6.4,10.0,9.7,8.8,21,8.3,5.0,1.5
Digital Marketing - Lab,5,8,81,Practical,6,7.8,10.0,10.0,8.7,12,23.6,5.0,9.07
Speech Recognition - Applications,9,9,115,Video,9,5.7,10.0,9.7,9.0,11,15.9,5.0,11.08
Astrophysics - Intro,3,7,66,Practical,7,7.8,10.0,10.0,9.7,28,5.0,5.0,0.37
Neural Networks - Intro,8,9,116,Practical,9,6.7,10.0,10.0,9.4,16,8.8,5.0,4.08
Marine Biology - Workshop,7,6,108,Audio,6,8.7,10.0,10.0,8.8,13,7.4,5.0,7.43
Relativity Theory - Applications,6,7,100,Text,2,9.0,10.0,9.3,8.8,13,10.7,5.0,7.43
Nanorobotics - Advanced,9,6,123,Video,5,8.5,10.0,10.0,9.1,16,16.2,5.0,4.08
Urban Planning - Intro,7,6,98,Text,5,7.5,10.0,9.6,8.7,16,9.9,5.0,4.08
Neural Networks - Lab,3,7,58,Practical,1,9.0,10.0,10.0,8.9,21,16.3,5.0,1.5
Sustainable Agriculture - Advanced,5,5,78,Text,2,8.6,10.0,10.0,8.9,12,4.1,5.0,9.07
Relativity Theory - Advanced,8,7,107,Video,6,8.2,10.0,10.0,8.9,30,5.0,5.0,0.25
Speech Recognition - Theory,7,5,106,Video,5,7.4,10.0,10.0,9.0,8,19.5,5.0,20.19
Mythology - Intro,9,9,120,Video,10,6.6,10.0,10.0,9.3,14,6.9,5.0,6.08
Nanorobotics - Concepts,4,9,74,Text,6,7.1,10.0,9.9,8.6,26,11.3,5.0,0.55
Nanorobotics - Lab,6,7,93,Video,6,7.8,10.0,10.0,9.5,21,11.8,5.0,1.5
Remote Sensing - Applications,9,9,114,Text,8,8.1,10.0,9.6,8.4,27,22.2,5.0,0.45
3D Animation - Workshop,7,8,91,Text,7,7.8,10.0,10.0,8.7,27,17.6,5.0,0.45
Syntax and Semantics - Lab,6,6,83,Video,6,7.7,10.0,10.0,8.3,24,14.2,5.0,0.82
Speech Recognition - Workshop,8,6,107,Audio,9,5.6,10.0,9.6,8.8,11,10.6,5.0,11.08
Ancient Civilizations - Lab,4,5,70,Video,3,8.3,10.0,10.0,9.2,10,9.6,5.0,13.53
Immunology - Concepts,5,9,76,Video,7,7.6,10.0,9.9,8.9,16,14.5,5.0,4.08
Mythology - Advanced,9,5,123,Video,8,6.8,10.0,10.0,9.0,25,7.5,5.0,0.67
Speech Recognition - Applications,5,6,77,Video,2,9.0,10.0,10.0,8.7,20,13.9,5.0,1.83
Mythology - Theory,4,6,71,Practical,8,7.1,10.0,10.0,8.8,29,13.3,5.0,0.3
Remote Sensing - Intro,6,9,90,Text,9,7.3,10.0,9.5,8.6,30,20.4,5.0,0.25
Neural Networks - Advanced,8,8,118,Audio,4,8.4,10.0,10.0,9.0,19,13.8,5.0,2.24
Neural Networks - Advanced,7,8,95,Practical,8,7.0,10.0,10.0,8.7,16,5.5,5.0,4.08
Philosophy of Mind - Concepts,4,9,81,Practical,5,7.8,10.0,10.0,9.4,28,4.9,5.0,0.37
Evolutionary Biology - Theory,3,9,57,Text,5,7.5,10.0,9.2,8.3,12,12.4,5.0,9.07
Computational Linguistics - Theory,6,5,83,Video,6,8.2,10.0,10.0,8.8,19,14.8,5.0,2.24
Antimatter - Workshop,5,9,78,Audio,9,6.6,10.0,9.7,9.0,27,14.6,5.0,0.45
Climate Modeling - Concepts,9,8,136,Text,7,7.7,10.0,10.0,10.0,17,0.5,5.0,3.34
Political Philosophy - Workshop,4,9,74,Practical,5,7.7,10.0,8.2,6.8,28,30.7,5.0,0.37
Speech Recognition - Lab,5,5,83,Audio,5,7.5,10.0,10.0,9.0,21,10.3,5.0,1.5
Compiler Design - Intro,6,5,93,Audio,6,8.0,10.0,10.0,9.4,8,7.0,5.0,20.19
Climate Modeling - Intro,5,5,76,Text,2,8.5,10.0,10.0,8.7,21,9.8,5.0,1.5
UX Design - Intro,4,5,71,Audio,7,7.2,10.0,9.6,8.7,25,6.9,5.0,0.67
Philosophy of Mind - Concepts,6,7,90,Audio,5,7.4,10.0,9.9,9.2,23,0.0,5.0,1.01
Ethical Hacking - Workshop,3,9,69,Practical,7,7.2,10.0,10.0,8.9,26,17.3,5.0,0.55
Antimatter - Applications,4,6,69,Text,5,8.0,10.0,9.9,8.9,24,13.5,5.0,0.82
Epidemiology - Advanced,7,9,98,Text,9,6.7,10.0,10.0,9.2,12,9.8,5.0,9.07
Computational Linguistics - Applications,8,7,104,Video,6,8.1,10.0,10.0,9.2,21,14.3,5.0,1.5
Biomechanics - Theory,4,5,70,Text,1,9.0,10.0,10.0,9.3,23,0.7,5.0,1.01
Metallurgy - Theory,6,7,91,Video,6,9.0,10.0,10.0,8.8,30,3.3,5.0,0.25
Nanorobotics - Lab,9,8,113,Practical,8,7.3,10.0,9.7,9.1,28,10.9,5.0,0.37
Computational Linguistics - Lab,8,8,112,Video,6,6.8,10.0,9.7,8.9,15,12.5,5.0,4.98
Evolutionary Biology - Workshop,4,9,71,Practical,8,7.0,10.0,9.3,8.3,18,8.3,5.0,2.73
Nanorobotics - Workshop,3,9,65,Text,5,7.9,10.0,10.0,8.6,28,15.8,5.0,0.37
Antimatter - Intro,9,6,126,Text,5,7.7,10.0,10.0,9.0,29,8.0,5.0,0.3
Molecular Biology - Workshop,3,6,60,Text,5,8.0,10.0,10.0,8.8,11,8.0,5.0,11.08
Artificial Consciousness - Advanced,7,8,94,Video,8,6.8,10.0,10.0,9.0,20,8.3,5.0,1.83
Behavioral Economics - Lab,9,5,115,Practical,5,8.2,10.0,10.0,8.7,30,0.8,5.0,0.25
Bioinformatics - Lab,5,7,88,Text,8,6.1,10.0,10.0,8.4,14,13.0,5.0,6.08
Moral Philosophy - Theory,9,6,120,Audio,10,7.1,8.8,8.1,7.2,28,24.5,3.6285714285714294,0.04
Phonetics - Lab,8,6,118,Video,4,7.5,10.0,10.0,9.0,23,12.8,5.0,1.01
Marine Biology - Intro,9,5,122,Practical,6,7.6,10.0,10.0,8.9,15,10.2,5.0,4.98
Logic Circuits - Intro,6,5,93,Text,6,7.3,10.0,9.8,8.6,9,17.2,5.0,16.53
Educational Psychology - Lab,6,9,94,Text,10,6.7,10.0,9.8,8.8,13,0.0,5.0,7.43
Educational Psychology - Concepts,5,7,73,Text,4,8.2,10.0,9.5,8.7,18,8.8,5.0,2.73
Marine Biology - Intro,9,5,121,Video,5,8.1,10.0,9.8,8.8,9,14.8,5.0,16.53
Astrophysics - Theory,3,6,53,Video,2,9.0,10.0,10.0,8.3,15,15.5,5.0,4.98
Cellular Automata - Concepts,3,6,58,Practical,6,8.1,10.0,10.0,8.9,20,15.2,5.0,1.83
Moral Philosophy - Lab,4,8,73,Audio,4,8.3,10.0,9.7,9.3,29,0.0,5.0,0.3
Blockchain Security - Theory,7,5,94,Audio,4,8.5,10.0,10.0,9.1,29,12.7,5.0,0.3
Compiler Design - Lab,8,9,112,Video,8,8.1,10.0,9.6,8.6,29,10.8,5.0,0.3
Neural Networks - Advanced,7,7,92,Text,7,7.8,10.0,9.8,8.8,24,8.3,5.0,0.82
Quantum Computing - Workshop,9,9,125,Video,10,6.4,10.0,9.9,8.9,17,16.0,5.0,3.34
Cellular Automata - Lab,7,6,96,Practical,6,8.3,10.0,9.6,8.5,10,20.8,5.0,13.53
UX Design - Theory,4,9,64,Practical,6,7.9,10.0,9.8,8.6,14,19.2,5.0,6.08
Internet of Things - Advanced,7,6,92,Practical,6,7.2,10.0,9.9,8.8,24,22.2,5.0,0.82
Political Philosophy - Lab,5,6,77,Practical,2,8.8,10.0,10.0,8.7,19,19.3,5.0,2.24
Biomechanics - Workshop,4,6,60,Text,4,7.6,10.0,10.0,9.4,10,2.0,5.0,13.53
Molecular Biology - Lab,5,6,77,Text,5,6.9,10.0,10.0,9.1,16,9.7,5.0,4.08
Compiler Design - Theory,9,6,125,Text,6,7.2,10.0,10.0,8.9,14,9.2,5.0,6.08
Financial Markets - Lab,4,8,69,Video,2,9.0,10.0,10.0,8.9,18,21.1,5.0,2.73
Game Development - Concepts,9,9,114,Text,6,7.8,9.3,8.7,7.9,25,26.5,4.200000000000001,0.26
Quantum Entanglement - Theory,9,8,121,Video,8,6.4,10.0,9.7,8.9,18,10.1,5.0,2.73
Behavioral Economics - Concepts,7,8,100,Audio,9,5.6,10.0,9.6,8.9,28,15.4,5.0,0.37
Epidemiology - Concepts,5,5,89,Practical,8,7.8,10.0,9.6,8.3,8,10.8,5.0,20.19
Moral Philosophy - Theory,9,5,123,Audio,6,7.7,10.0,10.0,9.6,30,5.3,5.0,0.25
Antimatter - Workshop,5,5,81,Practical,3,9.0,10.0,10.0,9.4,14,1.3,5.0,6.08
Digital Marketing - Advanced,5,7,84,Text,5,8.7,10.0,10.0,8.9,19,2.6,5.0,2.24
Compiler Design - Applications,4,5,69,Text,2,9.0,10.0,10.0,8.8,7,15.9,5.0,24.66
Internet of Things - Lab,6,9,89,Audio,9,6.8,10.0,9.4,8.9,9,15.5,5.0,16.53
Urban Planning - Concepts,7,8,108,Video,10,6.3,10.0,9.4,8.2,8,20.3,5.0,20.19
Digital Marketing - Intro,9,9,111,Video,7,7.8,10.0,10.0,8.9,29,10.1,5.0,0.3
Sustainable Agriculture - Lab,5,5,84,Video,2,8.8,10.0,9.7,8.5,29,8.7,5.0,0.3
Cellular Automata - Theory,8,7,109,Video,9,6.5,10.0,8.9,7.9,26,15.2,5.0,0.55
Artificial Consciousness - Lab,6,7,88,Video,7,6.4,10.0,9.7,8.6,14,9.2,5.0,6.08
Logic Circuits - Workshop,9,8,117,Video,9,6.8,10.0,9.1,8.0,9,18.8,5.0,16.53
Molecular Biology - Lab,8,9,110,Video,10,7.0,10.0,9.4,8.3,27,22.4,5.0,0.45
Artificial Consciousness - Advanced,7,6,99,Audio,3,9.0,10.0,10.0,8.9,21,16.3,5.0,1.5
Sustainable Agriculture - Advanced,7,9,97,Video,5,8.0,10.0,10.0,9.0,8,1.8,5.0,20.19
Immunology - Applications,5,5,76,Video,4,7.9,10.0,10.0,9.0,23,6.5,5.0,1.01
Blockchain Security - Lab,5,6,70,Text,5,8.5,10.0,10.0,8.9,30,7.4,5.0,0.25
3D Animation - Workshop,9,7,116,Video,7,7.4,10.0,10.0,8.8,12,0.0,5.0,9.07
Quantum Computing - Intro,4,8,67,Audio,10,6.3,10.0,9.9,8.3,7,19.8,5.0,24.66
Syntax and Semantics - Intro,6,8,90,Practical,6,7.0,10.0,10.0,8.8,10,10.8,5.0,13.53
Nanorobotics - Applications,9,7,129,Audio,6,8.8,10.0,10.0,8.9,25,10.4,5.0,0.67
Behavioral Economics - Theory,6,5,86,Text,5,8.4,10.0,9.8,8.4,13,22.7,5.0,7.43
Digital Marketing - Intro,5,7,74,Video,7,7.8,10.0,9.6,8.5,29,15.4,5.0,0.3
Immunology - Applications,7,5,96,Video,4,7.9,10.0,10.0,9.3,28,4.8,5.0,0.37
Visual Perception - Workshop,5,6,80,Video,5,8.0,10.0,10.0,9.2,20,10.9,5.0,1.83
Internet of Things - Advanced,7,7,102,Video,8,7.1,10.0,9.8,8.3,20,22.3,5.0,1.83
Digital Humanities - Advanced,9,5,123,Video,9,7.2,10.0,9.9,9.1,16,10.5,5.0,4.08
Geospatial Analysis - Lab,7,6,104,Video,6,8.4,10.0,9.9,8.7,30,16.4,5.0,0.25
Geospatial Analysis - Theory,5,7,84,Audio,10,5.8,10.0,9.0,8.3,13,16.3,5.0,7.43
Behavioral Neuroscience - Workshop,3,8,58,Text,9,6.3,10.0,10.0,8.6,22,13.6,5.0,1.23
Evolutionary Biology - Applications,6,7,100,Audio,3,8.9,10.0,10.0,9.1,10,9.6,5.0,13.53
Bioinformatics - Workshop,8,9,108,Text,5,7.7,10.0,10.0,9.0,13,6.2,5.0,7.43
Photosynthesis - Theory,7,7,100,Text,8,7.5,10.0,9.5,8.6,21,11.2,5.0,1.5
Visual Perception - Theory,7,9,106,Practical,10,6.3,10.0,9.5,8.3,23,23.9,5.0,1.01
Digital Humanities - Workshop,3,6,62,Practical,4,7.7,10.0,10.0,8.9,9,21.0,5.0,16.53
Cultural Studies - Concepts,9,7,108,Text,6,6.8,10.0,10.0,8.7,22,21.0,5.0,1.23
Compiler Design - Theory,9,6,120,Video,5,8.2,10.0,10.0,8.8,8,5.4,5.0,20.19
Syntax and Semantics - Concepts,9,6,124,Text,5,8.3,10.0,10.0,8.9,13,3.9,5.0,7.43
Urban Planning - Advanced,8,5,103,Video,8,7.6,10.0,10.0,8.8,22,6.0,5.0,1.23
Logic Circuits - Lab,4,6,73,Practical,4,8.5,10.0,9.9,8.7,27,13.7,5.0,0.45
Philosophy of Mind - Theory,3,6,61,Practical,5,6.1,10.0,9.9,9.0,15,0.0,5.0,4.98
Cultural Studies - Advanced,8,7,115,Audio,3,8.9,10.0,10.0,9.1,18,6.1,5.0,2.73
Climate Modeling - Concepts,3,7,56,Video,7,6.7,10.0,9.2,7.7,30,30.0,5.0,0.25
Climate Modeling - Concepts,7,8,104,Audio,8,6.2,10.0,9.8,8.6,7,18.9,5.0,24.66
Urban Planning - Intro,6,5,90,Video,2,7.9,10.0,10.0,8.9,20,8.5,5.0,1.83
Blockchain Security - Intro,3,6,68,Practical,5,7.0,10.0,10.0,9.2,17,5.8,5.0,3.34
Logic Circuits - Applications,4,5,83,Practical,4,8.4,10.0,10.0,9.5,24,7.8,5.0,0.82
Syntax and Semantics - Lab,5,9,87,Video,6,7.3,10.0,10.0,9.1,28,13.7,5.0,0.37
Photosynthesis - Lab,8,6,112,Video,1,8.4,10.0,9.9,9.0,11,7.3,5.0,11.08
Metallurgy - Advanced,3,5,71,Video,2,8.9,10.0,10.0,9.1,21,7.8,5.0,1.5
Creative Writing - Lab,3,8,63,Text,6,7.1,10.0,10.0,8.7,13,10.2,5.0,7.43
3D Animation - Concepts,4,8,65,Practical,4,8.8,10.0,10.0,8.5,20,8.3,5.0,1.83
Climate Modeling - Lab,6,6,89,Video,5,8.7,10.0,9.8,8.5,26,13.9,5.0,0.55
Game Development - Concepts,3,9,63,Video,8,7.0,10.0,9.4,8.6,14,12.5,5.0,6.08
Antimatter - Advanced,3,8,64,Video,5,8.7,10.0,10.0,8.8,10,5.7,5.0,13.53
Cellular Automata - Theory,6,8,84,Practical,2,9.0,10.0,10.0,9.1,9,12.2,5.0,16.53
Quantum Computing - Intro,4,9,64,Text,6,7.7,10.0,10.0,9.6,18,6.4,5.0,2.73
Mythology - Advanced,8,5,108,Practical,6,8.6,10.0,9.9,8.9,24,14.5,5.0,0.82
Geospatial Analysis - Lab,8,8,112,Practical,6,7.4,10.0,10.0,8.6,30,10.2,5.0,0.25
Sustainable Agriculture - Theory,3,7,63,Practical,6,6.7,10.0,9.8,8.9,21,1.1,5.0,1.5
Artificial Consciousness - Lab,6,8,90,Video,4,7.5,10.0,10.0,8.8,17,14.3,5.0,3.34
Remote Sensing - Advanced,3,5,55,Text,3,8.3,10.0,10.0,9.2,30,4.7,5.0,0.25
Educational Psychology - Advanced,9,5,128,Video,4,8.6,10.0,9.8,8.6,17,9.5,5.0,3.34
Ancient Civilizations - Intro,5,6,74,Video,4,7.7,10.0,9.8,8.9,18,4.7,5.0,2.73
Compiler Design - Intro,8,7,116,Text,8,6.8,10.0,9.6,8.1,25,17.6,5.0,0.67
Biomechanics - Workshop,9,5,123,Audio,6,7.1,10.0,9.6,8.7,23,20.9,5.0,1.01
Logic Circuits - Applications,7,9,106,Video,7,7.1,10.0,10.0,9.2,12,5.5,5.0,9.07
Astrophysics - Lab,5,7,77,Practical,6,8.4,10.0,10.0,8.6,27,8.6,5.0,0.45
Game Development - Workshop,3,7,59,Text,5,8.2,10.0,9.6,8.8,14,15.3,5.0,6.08
Astrophysics - Intro,4,9,70,Audio,7,7.1,10.0,9.8,8.7,21,13.9,5.0,1.5
Sustainable Agriculture - Advanced,8,8,107,Practical,9,7.4,10.0,9.9,9.1,28,0.0,5.0,0.37
Digital Humanities - Applications,7,9,101,Practical,10,6.5,10.0,10.0,8.7,26,16.3,5.0,0.55
Behavioral Neuroscience - Theory,5,9,87,Practical,7,7.5,10.0,9.4,8.0,16,30.6,5.0,4.08
Geospatial Analysis - Advanced,8,8,103,Audio,4,8.9,10.0,10.0,9.2,21,0.0,5.0,1.5
Nanorobotics - Advanced,6,8,86,Practical,8,6.9,10.0,9.8,8.6,18,7.8,5.0,2.73
Compiler Design - Intro,4,8,66,Video,8,7.6,10.0,10.0,8.8,17,0.0,5.0,3.34
3D Animation - Intro,5,8,79,Video,10,6.9,10.0,10.0,9.0,24,9.6,5.0,0.82
Bioinformatics - Concepts,6,8,89,Text,9,6.7,10.0,9.1,7.6,30,29.0,5.0,0.25
3D Animation - Concepts,9,9,123,Text,8,6.4,10.0,10.0,8.5,11,15.5,5.0,11.08
Artificial Consciousness - Concepts,3,6,60,Text,4,8.3,10.0,10.0,9.3,18,14.0,5.0,2.73
Sustainable Agriculture - Applications,6,6,91,Text,5,8.6,10.0,9.9,8.5,30,19.2,5.0,0.25
Geospatial Analysis - Applications,5,5,81,Video,4,8.7,10.0,10.0,8.8,11,20.5,5.0,11.08
Nanorobotics - Concepts,5,6,81,Text,5,8.9,10.0,10.0,8.9,28,16.8,5.0,0.37
Speech Recognition - Workshop,9,6,123,Text,10,6.3,10.0,9.9,9.0,16,8.0,5.0,4.08
Remote Sensing - Workshop,3,9,59,Practical,2,9.0,10.0,9.9,9.3,20,7.3,5.0,1.83
Phonetics - Workshop,6,8,98,Text,4,7.8,10.0,8.4,7.3,22,22.7,5.0,1.23
Digital Marketing - Lab,6,8,102,Audio,9,6.9,10.0,9.7,8.6,11,12.8,5.0,11.08
Computational Linguistics - Theory,3,9,63,Text,8,7.7,10.0,9.7,8.1,17,19.3,5.0,3.34
Agile Methodologies - Applications,6,6,91,Practical,4,8.8,10.0,10.0,9.2,25,7.6,5.0,0.67
Philosophy of Mind - Workshop,8,9,113,Practical,10,6.6,10.0,9.7,9.2,14,14.7,5.0,6.08
Quantum Entanglement - Theory,3,5,54,Audio,5,7.9,10.0,10.0,9.4,25,4.3,5.0,0.67
3D Animation - Lab,4,8,70,Audio,5,7.5,10.0,9.7,8.2,26,13.3,5.0,0.55
Mythology - Applications,5,7,76,Text,1,9.0,10.0,10.0,9.1,28,4.7,5.0,0.37
3D Animation - Advanced,4,5,72,Practical,1,8.5,10.0,10.0,8.6,24,17.3,5.0,0.82
Behavioral Neuroscience - Intro,8,5,106,Practical,5,7.8,10.0,9.5,8.5,29,8.0,5.0,0.3
Photosynthesis - Intro,9,9,118,Practical,10,5.6,10.0,9.7,9.0,27,9.0,5.0,0.45
Biomechanics - Intro,8,6,100,Audio,8,6.4,10.0,9.3,7.7,18,29.6,5.0,2.73
Biomechanics - Concepts,7,8,94,Video,6,8.1,10.0,9.9,8.5,19,16.5,5.0,2.24
Remote Sensing - Concepts,7,7,101,Practical,6,8.1,10.0,9.9,9.0,27,9.6,5.0,0.45
Climate Modeling - Workshop,7,5,95,Video,5,7.9,10.0,10.0,8.7,27,12.8,5.0,0.45
Speech Recognition - Workshop,3,7,65,Video,4,8.3,10.0,10.0,9.0,24,4.9,5.0,0.82
Ethical Hacking - Concepts,6,6,85,Text,6,7.8,10.0,9.6,8.5,21,10.7,5.0,1.5
Mythology - Advanced,8,6,112,Practical,6,7.9,10.0,10.0,8.5,21,14.0,5.0,1.5
Climate Modeling - Intro,4,7,66,Text,2,9.0,10.0,9.8,9.3,18,8.4,5.0,2.73
Immunology - Advanced,9,8,121,Text,8,6.4,10.0,10.0,9.1,15,13.7,5.0,4.98
Speech Recognition - Advanced,4,6,62,Video,4,7.1,10.0,10.0,9.0,25,10.5,5.0,0.67
Epidemiology - Applications,4,7,67,Practical,7,6.9,10.0,10.0,8.9,18,17.8,5.0,2.73
Forensic Science - Lab,4,5,65,Audio,2,8.8,10.0,10.0,9.4,29,14.0,5.0,0.3
Political Philosophy - Intro,9,7,124,Text,8,7.6,10.0,9.5,8.2,11,22.0,5.0,11.08
Bioinformatics - Applications,7,7,102,Text,8,7.2,10.0,10.0,9.3,27,13.1,5.0,0.45
Marine Biology - Concepts,4,9,63,Practical,6,8.0,10.0,9.7,9.1,26,4.0,5.0,0.55
Neural Networks - Lab,9,6,118,Practical,3,8.2,10.0,10.0,9.1,16,3.3,5.0,4.08
Epidemiology - Theory,9,8,116,Practical,10,6.5,10.0,9.5,7.9,28,23.6,5.0,0.37
Moral Philosophy - Advanced,6,8,94,Video,8,7.1,10.0,10.0,8.2,13,11.3,5.0,7.43
Bioinformatics - Theory,9,9,126,Practical,9,6.4,10.0,9.8,8.7,29,11.5,5.0,0.3
Cellular Automata - Advanced,7,8,92,Video,7,6.9,10.0,9.5,8.6,17,17.9,5.0,3.34
Visual Perception - Applications,4,7,74,Video,1,9.0,10.0,10.0,9.0,14,17.1,5.0,6.08
Artificial Consciousness - Workshop,9,9,115,Video,10,6.8,10.0,10.0,8.9,27,9.7,5.0,0.45
Bioinformatics - Workshop,3,5,58,Video,6,7.2,10.0,10.0,8.6,13,10.8,5.0,7.43
Biomechanics - Advanced,9,6,120,Practical,5,7.9,10.0,9.9,9.3,22,8.6,5.0,1.23
Urban Planning - Applications,5,6,89,Video,8,7.8,10.0,10.0,8.6,22,8.6,5.0,1.23
Astrophysics - Advanced,5,6,74,Video,7,7.1,10.0,10.0,9.4,20,5.1,5.0,1.83
Quantum Computing - Lab,5,7,84,Video,3,8.6,10.0,10.0,9.1,21,9.0,5.0,1.5
Neural Networks - Workshop,9,5,114,Text,6,7.6,10.0,10.0,9.0,26,9.9,5.0,0.55
Educational Psychology - Lab,7,9,93,Video,5,7.9,10.0,9.1,8.0,15,20.4,5.0,4.98
Astrophysics - Applications,4,9,70,Text,6,8.5,10.0,9.9,8.9,22,6.8,5.0,1.23
Urban Planning - Theory,8,6,110,Text,7,7.6,10.0,10.0,8.9,22,7.4,5.0,1.23
Moral Philosophy - Workshop,8,5,95,Audio,3,7.8,8.9,9.4,8.4,11,12.3,3.7428571428571433,5.29
Behavioral Neuroscience - Advanced,8,5,115,Audio,7,8.2,10.0,10.0,9.5,9,0.0,5.0,16.53
